"theme_name","set_name","set_year","unique_part","parts"
"Supplemental","21 8-Stud Bricks","1969","Not Unique","6"
"Supplemental","21 Black 2x4 Bricks","1969","Not Unique","1"
"Supplemental","21 Blue 2x4 Bricks","1969","Not Unique","1"
"Supplemental","21 Red 2x4 Bricks","1969","Not Unique","1"
"Supplemental","21 Trans-Clear 2x4 Bricks","1969","Not Unique","1"
"Supplemental","21 White 2x4 Bricks","1969","Not Unique","1"
"Supplemental","21 Yellow 2x4 Bricks","1969","Not Unique","1"
"Supplemental","23 sloping bricks, including roof peak bricks, Blue","1969","Not Unique","4"
"Supplemental","23 sloping bricks, including roof peak bricks, Red","1969","Not Unique","4"
"Supplemental","28 Bricks with 1, 2, 4, 6 and 8 Studs [Black/Trans-Clear]","1969","Not Unique","10"
"Supplemental","28 Bricks with 1, 2, 4, 6 and 8 Studs [Blue/Yellow]","1969","Not Unique","10"
"Supplemental","28 Bricks with 1, 2, 4, 6 and 8 Studs [Red/White]","1969","Not Unique","10"
"Supplemental","31 bricks with 2, 4 and 6 studs","1969","Not Unique","18"
"Supplemental","34 sloping profile bricks, including profile peak bricks, Blue","1969","Not Unique","9"
"Supplemental","34 sloping profile bricks, including profile peak bricks, Red","1969","Not Unique","9"
"Supplemental","38 Slimbricks Assorted Sizes","1965","Not Unique","30"
"Supplemental","38 Slimbricks Assorted Sizes (The Building Toy)","1965","Not Unique","30"
"Supplemental","4 Plates 6 x 8 (The Building Toy)","1966","Not Unique","1"
"Supplemental","4 Sixteens 2 Twenties (The Building Toy)","1966","Not Unique","8"
"Supplemental","4 Small Wheels with Accessories","1969","Not Unique","5"
"Supplemental","4 x 4 Corner Bricks","1955","Not Unique","4"
"Supplemental","4 x 4 Corner Bricks","1958","Not Unique","5"
"Supplemental","4 x 8 & 2 x 8 Plates","1956","Not Unique","2"
"Supplemental","4 x 8 & 2 x 8 Plates","1958","Not Unique","2"
"Supplemental","4 x 8 Curved & 2 x 8 Plates","1956","Not Unique","3"
"Supplemental","4 x 8 Curved & 2 x 8 Plates","1958","Not Unique","3"
"Supplemental","4 x 8 Plates, White","1966","Not Unique","1"
"Supplemental","4.5V Motor Set","1976","Not Unique","25"
"Supplemental","4.5V Motor Set with Rubber Tracks","1969","Not Unique","10"
"Supplemental","4.5V Technic Resource Set","1990","Not Unique","70"
"Supplemental","47 1/3 elements (plates)","1969","Not Unique","30"
"Supplemental","5 Danish Flags","1957","Not Unique","1"
"Supplemental","5 Danish Flags","1958","Not Unique","1"
"Supplemental","5 Plates 4 x 8 (The Building Toy)","1966","Not Unique","1"
"Supplemental","5 Sixteens and 4 Twenties (System)","1966","Not Unique","8"
"Supplemental","5 Turntables","1969","Not Unique","1"
"Supplemental","50 bricks, curved and round","1969","Not Unique","12"
"Supplemental","50 lettered bricks (The Building Toy)","1966","Not Unique","26"
"Supplemental","50 numbered bricks (The Building Toy)","1966","Not Unique","10"
"Supplemental","52 flat tile bricks","1969","Not Unique","18"
"Supplemental","6 bricks with 16 and 20 studs and 3 Angle Bricks Blue/Yellow","1969","Not Unique","6"
"Supplemental","6 bricks with 16 and 20 studs and 3 Angle Bricks White/Red","1969","Not Unique","6"
"Supplemental","6 International Flags -1-","1963","Not Unique","6"
"Supplemental","6 International Flags -2-","1963","Not Unique","6"
"Supplemental","6 International Flags -3-","1963","Not Unique","6"
"Supplemental","6 International Flags (The Building Toy)","1971","Not Unique","12"
"Supplemental","6 Street Lamps with Curved Top (The Building Toy)","1966","Not Unique","1"
"Supplemental","6 x 8 & 2 x 8 Plates","1956","Not Unique","2"
"Supplemental","6 x 8 & 2 x 8 Plates","1958","Not Unique","2"
"Supplemental","6 x 8 Plates, White","1966","Not Unique","1"
"Supplemental","7 Named Beams (The Building Toy)","1966","Unique","7"
"Supplemental","8 Danish Named Beams","1955","Not Unique","4"
"Supplemental","8 Danish Named Beams","1955","Unique","4"
"Supplemental","8 Named Beams","1955","Not Unique","5"
"Supplemental","8 Named Beams","1955","Unique","3"
"Supplemental","8 Named Beams","1958","Not Unique","2"
"Supplemental","8 Named Beams","1958","Unique","6"
"Supplemental","8 Plates 2 x 8 (The Building Toy)","1966","Not Unique","1"
"Supplemental","8 Road Signs","1955","Not Unique","16"
"Supplemental","Accessory Motor for Boats","2004","Not Unique","1"
"Supplemental","Action Figures","1988","Not Unique","8"
"Supplemental","Action Figures","1988","Unique","2"
"Supplemental","Activity Cards for Non-Motorized Simple Machines (979630)","1997","Unique","18"
"Supplemental","Alphabet Bricks","1969","Unique","33"
"Supplemental","Angle, Valley and Corner Slopes, Blue (The Building Toy)","1966","Not Unique","5"
"Supplemental","Angle, Valley and Corner Slopes, Red (The Building Toy)","1966","Not Unique","5"
"Supplemental","Antenna Pack","2004","Not Unique","7"
"Supplemental","Antenna Pack for Dirt Crusher","2005","Not Unique","4"
"Supplemental","Antenna Pack for Dirt Crusher","2005","Unique","1"
"Supplemental","Aquacessories","1996","Not Unique","21"
"Supplemental","Automatic Binding Bricks - Small Brick Set (Lego Mursten)","1953","Not Unique","8"
"Supplemental","Baseplate, Blue","1996","Not Unique","1"
"Supplemental","Baseplate, Gray","1964","Unique","1"
"Supplemental","Baseplate, Gray","1980","Not Unique","1"
"Supplemental","Baseplate, Gray","1986","Not Unique","1"
"Supplemental","Baseplate, Green","1978","Not Unique","1"
"Supplemental","Baseplate, Green","1980","Not Unique","1"
"Supplemental","Baseplate, Green","1986","Not Unique","1"
"Supplemental","Baseplate, Green","1996","Not Unique","1"
"Supplemental","Baseplates, Green","1972","Not Unique","1"
"Supplemental","Baseplates, Green and Yellow","1971","Not Unique","2"
"Supplemental","Baseplates, Green and Yellow","1978","Not Unique","2"
"Supplemental","Baseplates, Green and Yellow","1980","Not Unique","2"
"Supplemental","Baseplates, Green, Red and Yellow","1986","Not Unique","3"
"Supplemental","Baseplates, Red and Blue","1971","Not Unique","2"
"Supplemental","Baseplates, Red and Blue","1978","Not Unique","2"
"Supplemental","Baseplates, Red and Blue","1980","Not Unique","2"
"Supplemental","Basic Bricks","1996","Not Unique","40"
"Supplemental","Basic Bricks -- Large","2008","Not Unique","71"
"Supplemental","Basic Bricks -- Medium","2008","Not Unique","58"
"Supplemental","Basic Bricks - Large","2010","Not Unique","68"
"Supplemental","Basic Bricks with Fun Figures","2009","Not Unique","69"
"Supplemental","Basic Bulk Tub (American Version)","1998","Not Unique","54"
"Supplemental","Basic Bulk Tub (Overseas Version)","2002","Not Unique","54"
"Supplemental","Basic Motor Set","1985","Not Unique","11"
"Supplemental","Basic Motor, 9V","1996","Not Unique","8"
"Supplemental","Battery Motor, 9V","1992","Not Unique","8"
"Supplemental","Battery Pack","2004","Not Unique","3"
"Supplemental","Big Wheels Pack Dirt Crusher (Blue)","2005","Not Unique","3"
"Supplemental","Big Wheels Pack Dirt Crusher (Green)","2005","Not Unique","3"
"Supplemental","Big Wheels Pack Dirt Crusher (Red)","2005","Not Unique","2"
"Supplemental","Big Wheels Pack Dirt Crusher (Red)","2005","Unique","1"
"Supplemental","Black and Clear Bricks","1974","Not Unique","8"
"Supplemental","Black Bricks Parts Pack","1980","Not Unique","11"
"Supplemental","Blue and Yellow Bricks","1973","Not Unique","12"
"Supplemental","Blue Bricks Parts Pack","1980","Not Unique","11"
"Supplemental","Blue Building Plate 32 x 32","2010","Not Unique","1"
"Supplemental","Blue Plates Parts Pack","1980","Not Unique","15"
"Supplemental","Blue Sea Plate","1991","Not Unique","1"
"Supplemental","Box of Bricks","2005","Not Unique","248"
"Supplemental","Box of Bricks","2007","Not Unique","58"
"Supplemental","Box of Standard Bricks, 3+","1995","Not Unique","21"
"Supplemental","Box of Standard Bricks, 5+","1995","Not Unique","49"
"Supplemental","Brick Separator, Gray","1990","Not Unique","1"
"Supplemental","Bricks","2010","Not Unique","104"
"Supplemental","Building Cards - 1030","1983","Unique","20"
"Supplemental","Building Cards - 1032","1985","Unique","20"
"Supplemental","Building Cards - 1090","1992","Unique","5"
"Supplemental","Building Cards - 1092","1992","Unique","4"
"Supplemental","Building Table","1995","Not Unique","2"
"Supplemental","Castle Dragons Accessory Set","2014","Not Unique","32"
"Supplemental","Castle Knights Accessory Set","2014","Not Unique","32"
"Supplemental","Castle Mini Figures","1985","Not Unique","21"
"Supplemental","Castle Mini Figures","1988","Not Unique","31"
"Supplemental","Chassis Pack","2000","Not Unique","54"
"Supplemental","City Minifigure Collection","2009","Not Unique","53"
"Supplemental","City Minifigure Collection","2009","Unique","1"
"Supplemental","City People","1992","Not Unique","30"
"Supplemental","Construction Workers","1984","Not Unique","5"
"Supplemental","Cornerbricks (System)","1966","Not Unique","4"
"Supplemental","Cornerbricks (The Building Toy)","1966","Not Unique","4"
"Supplemental","Creator 200 Piece Box of Bricks - Individual Retail Version","2005","Not Unique","46"
"Supplemental","Cross-Road Plates","1986","Not Unique","1"
"Supplemental","Cross Road Plates","1997","Not Unique","1"
"Supplemental","Cross Road Plates","2002","Unique","1"
"Supplemental","Cross Roads Plates","1980","Not Unique","1"
"Supplemental","Curved and Round Bricks (The Building Toy)","1966","Not Unique","12"
"Supplemental","Curved Road Plates","1978","Not Unique","1"
"Supplemental","Curved Road Plates","1979","Not Unique","1"
"Supplemental","Curved Road Plates","1986","Not Unique","1"
"Supplemental","Curved Road Plates","1997","Not Unique","1"
"Supplemental","Curved Road Plates","2002","Unique","1"
"Supplemental","Dirt Crusher Gearbox with Light","2005","Not Unique","3"
"Supplemental","Dirt Crusher Gearbox with Light","2005","Unique","1"
"Supplemental","Doors and Fences","1973","Not Unique","11"
"Supplemental","Doors and Windows","1973","Not Unique","12"
"Supplemental","Doors and Windows","1986","Not Unique","12"
"Supplemental","Doors and Windows","1996","Not Unique","6"
"Supplemental","Doors and Windows","2008","Not Unique","22"
"Supplemental","Doors and Windows Parts Pack","1980","Not Unique","12"
"Supplemental","Doors Windows & Roof Tiles","2010","Not Unique","21"
"Supplemental","Doors Windows and Roof Tiles","2002","Not Unique","12"
"Supplemental","E-Motor with Gear Reduction Ratio 9.5 : 1","2010","Not Unique","1"
"Supplemental","Early LEGO Windows/Doors (without Glass)","1953","Not Unique","4"
"Supplemental","Electric Battery Box 9V 150 mAh (Rechargeable)","2010","Not Unique","1"
"Supplemental","Energy Display","2010","Not Unique","1"
"Supplemental","Environment Plate","1972","Not Unique","1"
"Supplemental","Esso Pumps/Sign","1955","Not Unique","4"
"Supplemental","Esso Pumps/Sign","1956","Not Unique","2"
"Supplemental","European Flags","1966","Not Unique","8"
"Supplemental","Extra Bricks Black","1986","Not Unique","11"
"Supplemental","Extra Bricks Blue","1986","Not Unique","11"
"Supplemental","Extra Bricks Gray","1986","Not Unique","11"
"Supplemental","Extra Bricks in Red","1996","Not Unique","12"
"Supplemental","Extra Bricks in White","1996","Not Unique","12"
"Supplemental","Extra Bricks Red","1986","Not Unique","11"
"Supplemental","Extra Bricks White","1986","Not Unique","11"
"Supplemental","Extra Bricks Yellow","1986","Not Unique","11"
"Supplemental","Extra Plates Blue","1986","Not Unique","17"
"Supplemental","Extra Plates Red","1986","Not Unique","17"
"Supplemental","Faces, Fences, Wheels and Windows","2000","Not Unique","20"
"Supplemental","Firemen","1983","Not Unique","9"
"Supplemental","Flags and Fences","1988","Not Unique","11"
"Supplemental","Flags, Signs and Trees","1973","Not Unique","11"
"Supplemental","Flags, Trees and Road Signs","1972","Not Unique","11"
"Supplemental","Flowers, Trees and Fences","1996","Not Unique","22"
"Supplemental","Free 500 LEGO Bricks (Bonus box and its contents only)","2005","Not Unique","230"
"Supplemental","Garage Plate and Door","1955","Not Unique","3"
"Supplemental","Garage Plate and Door (Gray Base and Door Frame)","1968","Not Unique","2"
"Supplemental","Garage Plate and Door (Gray Base and Door Frame)","1968","Unique","2"
"Supplemental","Garage Plate and Door (The Building Toy)","1966","Not Unique","2"
"Supplemental","Garage Plate and Door (The Building Toy)","1966","Unique","1"
"Supplemental","Garage Plate and Door (White Base and Door Frame)","1958","Not Unique","3"
"Supplemental","Gas Station (The Building Toy)","1966","Not Unique","5"
"Supplemental","Gates and Fence, Red (System)","1967","Not Unique","3"
"Supplemental","Gates and Fence, White (The Building Toy)","1967","Not Unique","3"
"Supplemental","Gearbox Pack","2004","Not Unique","4"
"Supplemental","Individual 1 x 2 Bricks","1953","Not Unique","1"
"Supplemental","Individual 1 x 2 x 2 Window (without glass)","1950","Not Unique","5"
"Supplemental","Individual 1 x 2 x 3 Window (without glass)","1950","Not Unique","5"
"Supplemental","Individual 1 x 2 x 4 Door (with glass)","1954","Not Unique","3"
"Supplemental","Individual 1 x 2 x 4 Door (without glass)","1950","Not Unique","5"
"Supplemental","Individual 1 x 3 x 3 Window (with glass)","1954","Not Unique","4"
"Supplemental","Individual 1 x 4 x 2 Window (without glass)","1950","Not Unique","5"
"Supplemental","Individual 1 x 4 x 3 Window (with glass)","1954","Not Unique","3"
"Supplemental","Individual 1 x 6 x 3 3-Pane Window (with glass)","1954","Not Unique","4"
"Supplemental","Individual 1 x 6 x 3 Shutter Window (with glass)","1954","Not Unique","4"
"Supplemental","Individual 1 x 6 x 4 Panorama Window (with glass)","1954","Not Unique","4"
"Supplemental","Individual 2 x 10 Bricks","1954","Not Unique","5"
"Supplemental","Individual 2 x 12 Bricks","1954","Not Unique","3"
"Supplemental","Individual 2 x 14 Bricks","1954","Not Unique","5"
"Supplemental","Individual 2 x 2 Bricks","1950","Not Unique","9"
"Supplemental","Individual 2 x 3 Bricks","1953","Not Unique","5"
"Supplemental","Individual 2 x 4 Bricks","1950","Not Unique","10"
"Supplemental","Individual 2 x 8 Bricks","1954","Not Unique","5"
"Supplemental","Individual 4 x 4 Corner Bricks","1954","Not Unique","5"
"Supplemental","Infomaniac","1997","Not Unique","2"
"Supplemental","Infomaniac","1997","Unique","2"
"Supplemental","Interface Card and Cable for TC Logo - IBM compatible","1989","Not Unique","1"
"Supplemental","Interface Card and Cable for TC Logo - IBM compatible","1989","Unique","2"
"Supplemental","International Flags","1957","Not Unique","5"
"Supplemental","International Flags","1958","Not Unique","10"
"Supplemental","International Flags - Britain, France, Austria, Portugal, LEGO","1961","Not Unique","5"
"Supplemental","International Flags - Italy, Switzerland, Belgium, Germany, Netherlands","1961","Not Unique","5"
"Supplemental","Kanoka Disk Launcher Pack","2004","Not Unique","4"
"Supplemental","Kanoka Launcher And Disc","2004","Not Unique","2"
"Supplemental","Knights","1984","Not Unique","19"
"Supplemental","Kraata","2003","Not Unique","1"
"Supplemental","Large & Small Wheels & Turn-Table","1963","Not Unique","7"
"Supplemental","Large Building Plates","1998","Not Unique","3"
"Supplemental","Large Make and Create Bucket with Special LEGO Bonus Bricks (Bonus box and its contents only)","2005","Not Unique","74"
"Supplemental","Large Wheels with Axles (System)","1964","Not Unique","4"
"Supplemental","Large Wheels with Axles (The Building Toy)","1966","Not Unique","4"
"Supplemental","LearnToLearn Core set","2014","Not Unique","51"
"Supplemental","LEGO Basic Bricks Deluxe","2008","Not Unique","74"
"Supplemental","Lego Box","2008","Not Unique","47"
"Supplemental","LEGO Creator Handy Box","2005","Not Unique","85"
"Supplemental","LEGO fences with garden gates","1969","Not Unique","3"
"Supplemental","LEGO Interface","1986","Not Unique","1"
"Supplemental","LEGO Interface","1986","Unique","3"
"Supplemental","LEGO TECHNIC Team","2000","Not Unique","4"
"Supplemental","LEGO TECHNIC Team","2000","Unique","2"
"Supplemental","Letter Bricks","1958","Not Unique","26"
"Supplemental","Light Masts","1958","Not Unique","2"
"Supplemental","Lighting Brick (System)","1966","Not Unique","4"
"Supplemental","Lighting Bricks","1978","Not Unique","10"
"Supplemental","Lighting Bricks","1978","Unique","1"
"Supplemental","Lighting Bricks","1992","Not Unique","26"
"Supplemental","Lighting Bricks with Color Filters","1969","Not Unique","7"
"Supplemental","Lighting Bricks with Color Filters","1969","Unique","3"
"Supplemental","Lighting Bricks, 4.5V","1987","Not Unique","9"
"Supplemental","Lighting Bricks, 4.5V","1987","Unique","1"
"Supplemental","Lighting Device Pack","1957","Not Unique","3"
"Supplemental","Lighting Device Pack","1958","Not Unique","3"
"Supplemental","Lighting Device Pack (The Building Toy)","1966","Not Unique","3"
"Supplemental","Lighting Device Pack with Improved Plugs (The Building Toy)","1970","Not Unique","4"
"Supplemental","Lighting Device Parts Pack","1969","Not Unique","4"
"Supplemental","Lockable Storage Box, Empty","1967","Not Unique","1"
"Supplemental","Lockable Storage Case","1966","Unique","1"
"Supplemental","Lots of Extra Basic Bricks, 3+","1996","Not Unique","21"
